dtype,err,gf_1024x768x1024,gf_256x256x256,gf_512x512x512,kc,mc,mr,name,nc,nr,omp,prefetch,score,t,unroll
f32,3.335815564474859e-07,76.08,81.78,79.91,128,256,6,gemm_f32_mr6_nr16_kc128_mc256_nc512_pf4_u1,512,16,0,4,79.22252446263707,263.6,1
f32,3.335815564474859e-07,75.71,71.1,79.87,128,256,6,gemm_f32_mr6_nr16_kc128_mc256_nc1024_pf4_u1,1024,16,0,4,75.47332955929794,264.4,1
f32,3.335815564474859e-07,76.5,83.05,78.88,128,256,6,gemm_f32_mr6_nr16_kc128_mc256_nc2048_pf4_u1,2048,16,0,4,79.43030770498738,265.1,1
f32,3.335815564474859e-07,74.24,74.22,79.6,128,512,6,gemm_f32_mr6_nr16_kc128_mc512_nc256_pf4_u1,256,16,0,4,75.98003841051612,265.8,1
f32,3.335815564474859e-07,75.05,74.42,80.9,128,512,6,gemm_f32_mr6_nr16_kc128_mc512_nc512_pf4_u1,512,16,0,4,76.73633597377678,266.5,1
f32,3.335815564474859e-07,75.27,78.79,80.6,128,512,6,gemm_f32_mr6_nr16_kc128_mc512_nc1024_pf4_u1,1024,16,0,4,78.18924002278811,267.3,1
f32,3.335815564474859e-07,70.35,77.95,77.86,128,512,6,gemm_f32_mr6_nr16_kc128_mc512_nc2048_pf4_u1,2048,16,0,4,75.2993816110895,268.0,1
f32,3.335815564474859e-07,79.69,80.97,78.91,192,64,6,gemm_f32_mr6_nr16_kc192_mc64_nc256_pf4_u1,256,16,0,4,79.85184330235671,268.7,1
f32,3.335815564474859e-07,80.79,78.7,79.63,192,64,6,gemm_f32_mr6_nr16_kc192_mc64_nc512_pf4_u1,512,16,0,4,79.70216194399751,269.5,1
f32,3.335815564474859e-07,81.61,76.42,78.92,192,64,6,gemm_f32_mr6_nr16_kc192_mc64_nc1024_pf4_u1,1024,16,0,4,78.95680639431261,270.2,1
f32,3.335815564474859e-07,80.77,78.83,78.48,192,64,6,gemm_f32_mr6_nr16_kc192_mc64_nc2048_pf4_u1,2048,16,0,4,79.35160993552314,270.9,1
f32,3.335815564474859e-07,74.1,76.78,77.04,192,128,6,gemm_f32_mr6_nr16_kc192_mc128_nc256_pf4_u1,256,16,0,4,75.96169531938826,271.7,1
f32,3.335815564474859e-07,74.6,79.01,82.0,192,128,6,gemm_f32_mr6_nr16_kc192_mc128_nc512_pf4_u1,512,16,0,4,78.47743171445514,272.4,1
f32,3.335815564474859e-07,73.43,73.96,75.61,192,128,6,gemm_f32_mr6_nr16_kc192_mc128_nc1024_pf4_u1,1024,16,0,4,74.32771715887739,273.2,1
f32,3.335815564474859e-07,74.74,79.38,80.04,192,128,6,gemm_f32_mr6_nr16_kc192_mc128_nc2048_pf4_u1,2048,16,0,4,78.01608248735835,273.9,1
f32,3.335815564474859e-07,75.26,77.12,81.7,192,256,6,gemm_f32_mr6_nr16_kc192_mc256_nc256_pf4_u1,256,16,0,4,77.98192829971951,274.7,1
f32,3.335815564474859e-07,75.07,83.86,81.32,192,256,6,gemm_f32_mr6_nr16_kc192_mc256_nc512_pf4_u1,512,16,0,4,79.99830993308785,275.4,1
f32,3.335815564474859e-07,77.27,75.82,80.25,192,256,6,gemm_f32_mr6_nr16_kc192_mc256_nc1024_pf4_u1,1024,16,0,4,77.75875392920389,276.1,1
f32,3.335815564474859e-07,77.9,83.78,81.98,192,256,6,gemm_f32_mr6_nr16_kc192_mc256_nc2048_pf4_u1,2048,16,0,4,81.18193558269859,276.8,1
f32,3.335815564474859e-07,75.29,78.04,81.61,192,512,6,gemm_f32_mr6_nr16_kc192_mc512_nc256_pf4_u1,256,16,0,4,78.26850876990866,277.6,1
f32,3.335815564474859e-07,74.36,77.44,79.92,192,512,6,gemm_f32_mr6_nr16_kc192_mc512_nc512_pf4_u1,512,16,0,4,77.20479301270029,278.3,1
f32,3.335815564474859e-07,75.13,77.9,57.2,192,512,6,gemm_f32_mr6_nr16_kc192_mc512_nc1024_pf4_u1,1024,16,0,4,69.43669108420717,279.1,1
f32,3.335815564474859e-07,53.74,76.88,75.96,192,512,6,gemm_f32_mr6_nr16_kc192_mc512_nc2048_pf4_u1,2048,16,0,4,67.9569375841273,279.9,1
f32,3.335815564474859e-07,78.99,78.09,79.14,256,64,6,gemm_f32_mr6_nr16_kc256_mc64_nc256_pf4_u1,256,16,0,4,78.73800337029023,280.6,1
f32,3.335815564474859e-07,80.16,76.54,79.09,256,64,6,gemm_f32_mr6_nr16_kc256_mc64_nc512_pf4_u1,512,16,0,4,78.5835793215516,281.3,1
f32,3.335815564474859e-07,81.38,76.2,81.68,256,64,6,gemm_f32_mr6_nr16_kc256_mc64_nc1024_pf4_u1,1024,16,0,4,79.71204610003257,282.1,1
f32,3.335815564474859e-07,82.05,81.03,78.94,256,64,6,gemm_f32_mr6_nr16_kc256_mc64_nc2048_pf4_u1,2048,16,0,4,80.66183321257276,282.8,1
f32,3.335815564474859e-07,75.15,77.41,79.9,256,128,6,gemm_f32_mr6_nr16_kc256_mc128_nc256_pf4_u1,256,16,0,4,77.46384643530268,283.6,1
f32,3.335815564474859e-07,74.18,74.14,77.94,256,128,6,gemm_f32_mr6_nr16_kc256_mc128_nc512_pf4_u1,512,16,0,4,75.40123703563867,284.3,1
f32,3.335815564474859e-07,75.17,72.73,78.67,256,128,6,gemm_f32_mr6_nr16_kc256_mc128_nc1024_pf4_u1,1024,16,0,4,75.48486991885574,285.0,1
f32,3.335815564474859e-07,75.47,74.48,76.87,256,128,6,gemm_f32_mr6_nr16_kc256_mc128_nc2048_pf4_u1,2048,16,0,4,75.6006370257082,285.8,1
f32,3.335815564474859e-07,74.99,73.07,75.34,256,256,6,gemm_f32_mr6_nr16_kc256_mc256_nc256_pf4_u1,256,16,0,4,74.45745601501737,286.5,1
f32,3.335815564474859e-07,75.33,73.81,80.02,256,256,6,gemm_f32_mr6_nr16_kc256_mc256_nc512_pf4_u1,512,16,0,4,76.34295483497323,287.3,1
f32,3.335815564474859e-07,77.36,70.69,79.23,256,256,6,gemm_f32_mr6_nr16_kc256_mc256_nc2048_pf4_u1,2048,16,0,4,75.6664012349478,288.0,1
f32,3.335815564474859e-07,71.52,70.85,78.63,256,512,6,gemm_f32_mr6_nr16_kc256_mc512_nc256_pf4_u1,256,16,0,4,73.5832871578826,288.8,1
f32,3.335815564474859e-07,74.29,76.31,80.32,256,512,6,gemm_f32_mr6_nr16_kc256_mc512_nc512_pf4_u1,512,16,0,4,76.93310733379931,289.5,1
f32,3.335815564474859e-07,75.73,76.07,79.49,256,512,6,gemm_f32_mr6_nr16_kc256_mc512_nc1024_pf4_u1,1024,16,0,4,77.07777973936815,290.2,1
f32,3.335815564474859e-07,76.31,76.68,77.92,256,512,6,gemm_f32_mr6_nr16_kc256_mc512_nc2048_pf4_u1,2048,16,0,4,76.97018877963276,291.0,1
f32,3.335815564474859e-07,79.93,75.47,80.2,384,64,6,gemm_f32_mr6_nr16_kc384_mc64_nc256_pf4_u1,256,16,0,4,78.50485397257887,291.7,1
f32,3.335815564474859e-07,81.46,74.16,80.74,384,64,6,gemm_f32_mr6_nr16_kc384_mc64_nc512_pf4_u1,512,16,0,4,78.71750669110126,292.4,1
f32,3.335815564474859e-07,82.66,76.77,80.48,384,64,6,gemm_f32_mr6_nr16_kc384_mc64_nc1024_pf4_u1,1024,16,0,4,79.93281238899527,293.1,1
f32,3.335815564474859e-07,83.33,76.0,79.43,384,64,6,gemm_f32_mr6_nr16_kc384_mc64_nc2048_pf4_u1,2048,16,0,4,79.52944357037549,293.9,1
f32,3.335815564474859e-07,75.36,71.87,78.47,384,128,6,gemm_f32_mr6_nr16_kc384_mc128_nc256_pf4_u1,256,16,0,4,75.18537185923371,294.6,1
f32,3.335815564474859e-07,77.75,72.02,78.98,384,128,6,gemm_f32_mr6_nr16_kc384_mc128_nc512_pf4_u1,512,16,0,4,76.18883768252307,295.3,1
f32,3.335815564474859e-07,80.9,76.9,78.58,384,128,6,gemm_f32_mr6_nr16_kc384_mc128_nc1024_pf4_u1,1024,16,0,4,78.7769013767609,296.0,1
f32,3.335815564474859e-07,80.27,73.54,78.48,384,128,6,gemm_f32_mr6_nr16_kc384_mc128_nc2048_pf4_u1,2048,16,0,4,77.37743236518335,296.8,1
f32,3.335815564474859e-07,77.64,74.51,77.74,384,256,6,gemm_f32_mr6_nr16_kc384_mc256_nc256_pf4_u1,256,16,0,4,76.6124181435195,297.5,1
f32,3.335815564474859e-07,79.29,74.82,79.49,384,256,6,gemm_f32_mr6_nr16_kc384_mc256_nc512_pf4_u1,512,16,0,4,77.8346295019002,298.2,1
f32,3.335815564474859e-07,81.89,75.55,80.32,384,256,6,gemm_f32_mr6_nr16_kc384_mc256_nc1024_pf4_u1,1024,16,0,4,79.2085919626674,298.9,1
f32,3.335815564474859e-07,80.78,71.71,79.65,384,256,6,gemm_f32_mr6_nr16_kc384_mc256_nc2048_pf4_u1,2048,16,0,4,77.27002657521895,299.7,1
f32,3.335815564474859e-07,76.03,70.51,76.23,384,512,6,gemm_f32_mr6_nr16_kc384_mc512_nc256_pf4_u1,256,16,0,4,74.21088231976289,300.4,1
f32,3.335815564474859e-07,78.85,74.29,76.56,384,512,6,gemm_f32_mr6_nr16_kc384_mc512_nc512_pf4_u1,512,16,0,4,76.5455761731474,301.1,1
f32,3.335815564474859e-07,79.03,74.5,77.18,384,512,6,gemm_f32_mr6_nr16_kc384_mc512_nc1024_pf4_u1,1024,16,0,4,76.87959614759801,301.8,1
f32,3.335815564474859e-07,82.02,77.95,76.56,384,512,6,gemm_f32_mr6_nr16_kc384_mc512_nc2048_pf4_u1,2048,16,0,4,78.81017766870971,302.6,1
f32,3.335815564474859e-07,78.91,76.06,79.88,512,64,6,gemm_f32_mr6_nr16_kc512_mc64_nc256_pf4_u1,256,16,0,4,78.26578282352521,303.3,1
f32,3.335815564474859e-07,82.27,77.71,78.29,512,64,6,gemm_f32_mr6_nr16_kc512_mc64_nc512_pf4_u1,512,16,0,4,79.39566180138597,304.0,1
f32,3.335815564474859e-07,81.1,81.3,77.03,512,64,6,gemm_f32_mr6_nr16_kc512_mc64_nc1024_pf4_u1,1024,16,0,4,79.78279893496867,304.8,1
f32,3.335815564474859e-07,80.9,75.7,78.96,512,64,6,gemm_f32_mr6_nr16_kc512_mc64_nc2048_pf4_u1,2048,16,0,4,78.49083042600645,305.5,1
f32,3.335815564474859e-07,74.71,74.0,79.44,512,128,6,gemm_f32_mr6_nr16_kc512_mc128_nc256_pf4_u1,256,16,0,4,76.00931864546152,306.2,1
f32,3.335815564474859e-07,77.48,74.7,77.61,512,128,6,gemm_f32_mr6_nr16_kc512_mc128_nc512_pf4_u1,512,16,0,4,76.58290823706069,307.0,1
f32,3.335815564474859e-07,77.72,72.33,78.36,512,128,6,gemm_f32_mr6_nr16_kc512_mc128_nc1024_pf4_u1,1024,16,0,4,76.08919366017923,307.7,1
f32,3.335815564474859e-07,77.71,71.81,77.41,512,128,6,gemm_f32_mr6_nr16_kc512_mc128_nc2048_pf4_u1,2048,16,0,4,75.59495794734019,308.4,1
f32,3.335815564474859e-07,75.09,74.58,78.98,512,256,6,gemm_f32_mr6_nr16_kc512_mc256_nc256_pf4_u1,256,16,0,4,76.19052646876267,309.2,1
f32,3.335815564474859e-07,79.75,74.01,79.98,512,256,6,gemm_f32_mr6_nr16_kc512_mc256_nc512_pf4_u1,512,16,0,4,77.86246532874131,309.9,1
f32,3.335815564474859e-07,79.35,73.56,80.71,512,256,6,gemm_f32_mr6_nr16_kc512_mc256_nc1024_pf4_u1,1024,16,0,4,77.80880816710014,310.7,1
f32,3.335815564474859e-07,80.5,76.84,79.16,512,256,6,gemm_f32_mr6_nr16_kc512_mc256_nc2048_pf4_u1,2048,16,0,4,78.81803521611594,311.4,1
f32,3.335815564474859e-07,76.55,71.8,76.58,512,512,6,gemm_f32_mr6_nr16_kc512_mc512_nc256_pf4_u1,256,16,0,4,74.94462290282618,312.1,1
f32,3.335815564474859e-07,79.69,74.79,78.42,512,512,6,gemm_f32_mr6_nr16_kc512_mc512_nc512_pf4_u1,512,16,0,4,77.6067541808885,313.0,1
f32,3.335815564474859e-07,77.84,76.34,75.98,512,512,6,gemm_f32_mr6_nr16_kc512_mc512_nc1024_pf4_u1,1024,16,0,4,76.71543302420288,313.8,1
f32,3.335815564474859e-07,76.89,76.52,78.5,512,512,6,gemm_f32_mr6_nr16_kc512_mc512_nc2048_pf4_u1,2048,16,0,4,77.30186876285359,314.5,1
f32,2.888957430453507e-07,70.75,74.93,76.37,64,64,4,gemm_f32_mr4_nr24_kc64_mc64_nc256_pf4_u1,256,24,0,4,73.98102295091765,315.2,1
f32,2.888957430453507e-07,77.23,77.15,79.77,64,64,4,gemm_f32_mr4_nr24_kc64_mc64_nc512_pf4_u1,512,24,0,4,78.04197552731146,315.9,1
f32,2.888957430453507e-07,81.22,75.46,76.58,64,64,4,gemm_f32_mr4_nr24_kc64_mc64_nc1024_pf4_u1,1024,24,0,4,77.71423800646043,316.6,1
f32,2.888957430453507e-07,80.76,72.29,77.3,64,64,4,gemm_f32_mr4_nr24_kc64_mc64_nc2048_pf4_u1,2048,24,0,4,76.70307418169645,317.2,1
f32,2.888957430453507e-07,64.28,78.84,75.56,64,128,4,gemm_f32_mr4_nr24_kc64_mc128_nc256_pf4_u1,256,24,0,4,72.6208986587489,318.0,1
f32,2.888957430453507e-07,67.37,77.29,78.64,64,128,4,gemm_f32_mr4_nr24_kc64_mc128_nc512_pf4_u1,512,24,0,4,74.26006921048412,318.7,1
f32,2.888957430453507e-07,74.32,76.29,76.99,64,128,4,gemm_f32_mr4_nr24_kc64_mc128_nc1024_pf4_u1,1024,24,0,4,75.85809816123047,319.4,1
f32,2.888957430453507e-07,75.85,77.26,79.45,64,128,4,gemm_f32_mr4_nr24_kc64_mc128_nc2048_pf4_u1,2048,24,0,4,77.5052184907992,320.1,1
f32,2.888957430453507e-07,65.13,77.15,76.47,64,256,4,gemm_f32_mr4_nr24_kc64_mc256_nc256_pf4_u1,256,24,0,4,72.69845739853879,320.8,1
f32,2.888957430453507e-07,70.35,78.33,75.08,64,256,4,gemm_f32_mr4_nr24_kc64_mc256_nc512_pf4_u1,512,24,0,4,74.51602157866436,321.5,1
f32,2.888957430453507e-07,76.27,75.75,76.71,64,256,4,gemm_f32_mr4_nr24_kc64_mc256_nc1024_pf4_u1,1024,24,0,4,76.24150750366806,322.2,1
f32,2.888957430453507e-07,75.94,73.21,74.5,64,256,4,gemm_f32_mr4_nr24_kc64_mc256_nc2048_pf4_u1,2048,24,0,4,74.54180016298365,322.9,1
f32,2.888957430453507e-07,63.6,41.85,57.1,64,512,4,gemm_f32_mr4_nr24_kc64_mc512_nc256_pf4_u1,256,24,0,4,53.36885017844685,323.6,1
f32,2.888957430453507e-07,67.56,73.08,73.25,64,512,4,gemm_f32_mr4_nr24_kc64_mc512_nc512_pf4_u1,512,24,0,4,71.24835241821226,324.3,1
f32,2.888957430453507e-07,70.14,72.29,74.46,64,512,4,gemm_f32_mr4_nr24_kc64_mc512_nc1024_pf4_u1,1024,24,0,4,72.27635676483098,325.0,1
f32,2.888957430453507e-07,71.61,75.83,75.69,64,512,4,gemm_f32_mr4_nr24_kc64_mc512_nc2048_pf4_u1,2048,24,0,4,74.3510865295768,325.7,1
f32,3.335815564474859e-07,77.32,72.75,78.02,128,64,4,gemm_f32_mr4_nr24_kc128_mc64_nc256_pf4_u1,256,24,0,4,75.99507824007472,326.4,1
f32,3.335815564474859e-07,81.12,74.84,79.29,128,64,4,gemm_f32_mr4_nr24_kc128_mc64_nc512_pf4_u1,512,24,0,4,78.36998887899274,327.1,1
f32,3.335815564474859e-07,82.44,75.5,78.9,128,64,4,gemm_f32_mr4_nr24_kc128_mc64_nc1024_pf4_u1,1024,24,0,4,78.8945146922067,327.7,1
f32,3.335815564474859e-07,82.14,74.98,80.88,128,64,4,gemm_f32_mr4_nr24_kc128_mc64_nc2048_pf4_u1,2048,24,0,4,79.27290103885504,328.5,1
f32,3.335815564474859e-07,74.56,78.35,80.77,128,128,4,gemm_f32_mr4_nr24_kc128_mc128_nc256_pf4_u1,256,24,0,4,77.85411626085984,329.2,1
f32,3.335815564474859e-07,75.46,75.21,82.2,128,128,4,gemm_f32_mr4_nr24_kc128_mc128_nc512_pf4_u1,512,24,0,4,77.55766569784458,329.9,1
f32,3.335815564474859e-07,80.77,79.18,82.57,128,128,4,gemm_f32_mr4_nr24_kc128_mc128_nc1024_pf4_u1,1024,24,0,4,80.82660867114488,330.6,1
f32,3.335815564474859e-07,76.61,76.42,80.0,128,128,4,gemm_f32_mr4_nr24_kc128_mc128_nc2048_pf4_u1,2048,24,0,4,77.6597201782039,331.3,1
f32,3.335815564474859e-07,75.9,81.7,81.29,128,256,4,gemm_f32_mr4_nr24_kc128_mc256_nc256_pf4_u1,256,24,0,4,79.58182950003768,331.9,1
f32,3.335815564474859e-07,78.19,79.93,81.37,128,256,4,gemm_f32_mr4_nr24_kc128_mc256_nc512_pf4_u1,512,24,0,4,79.81872084333322,332.6,1
f32,3.335815564474859e-07,80.01,81.87,81.42,128,256,4,gemm_f32_mr4_nr24_kc128_mc256_nc1024_pf4_u1,1024,24,0,4,81.0949102150881,333.3,1
f32,3.335815564474859e-07,82.49,75.81,82.06,128,256,4,gemm_f32_mr4_nr24_kc128_mc256_nc2048_pf4_u1,2048,24,0,4,80.06007853430654,333.9,1
f32,3.335815564474859e-07,76.35,78.14,79.24,128,512,4,gemm_f32_mr4_nr24_kc128_mc512_nc256_pf4_u1,256,24,0,4,77.90124240683633,334.6,1
f32,3.335815564474859e-07,70.11,66.23,77.74,128,512,4,gemm_f32_mr4_nr24_kc128_mc512_nc512_pf4_u1,512,24,0,4,71.20126014090617,335.3,1
f32,3.335815564474859e-07,69.08,62.32,77.04,128,512,4,gemm_f32_mr4_nr24_kc128_mc512_nc1024_pf4_u1,1024,24,0,4,69.22092291244867,336.1,1
f32,3.335815564474859e-07,68.92,76.26,78.97,128,512,4,gemm_f32_mr4_nr24_kc128_mc512_nc2048_pf4_u1,2048,24,0,4,74.59261338621677,336.8,1
f32,3.335815564474859e-07,79.51,75.09,80.76,192,64,4,gemm_f32_mr4_nr24_kc192_mc64_nc256_pf4_u1,256,24,0,4,78.41426467939306,337.5,1
f32,3.335815564474859e-07,82.07,75.42,80.97,192,64,4,gemm_f32_mr4_nr24_kc192_mc64_nc512_pf4_u1,512,24,0,4,79.43263591619151,338.1,1
f32,3.335815564474859e-07,84.47,66.93,79.27,192,64,4,gemm_f32_mr4_nr24_kc192_mc64_nc1024_pf4_u1,1024,24,0,4,76.52510813576292,338.8,1
f32,3.335815564474859e-07,83.86,73.59,80.68,192,64,4,gemm_f32_mr4_nr24_kc192_mc64_nc2048_pf4_u1,2048,24,0,4,79.25665566398419,339.5,1
f32,3.335815564474859e-07,70.49,78.4,79.29,192,128,4,gemm_f32_mr4_nr24_kc192_mc128_nc256_pf4_u1,256,24,0,4,75.95499587649631,340.2,1
f32,3.335815564474859e-07,73.86,76.28,81.86,192,128,4,gemm_f32_mr4_nr24_kc192_mc128_nc512_pf4_u1,512,24,0,4,77.2613707006371,340.9,1
f32,3.335815564474859e-07,71.16,74.56,81.81,192,128,4,gemm_f32_mr4_nr24_kc192_mc128_nc1024_pf4_u1,1024,24,0,4,75.71088787198573,341.6,1
f32,3.335815564474859e-07,72.66,78.26,82.06,192,128,4,gemm_f32_mr4_nr24_kc192_mc128_nc2048_pf4_u1,2048,24,0,4,77.56194790255982,342.3,1
f32,3.335815564474859e-07,75.67,75.31,79.86,192,256,4,gemm_f32_mr4_nr24_kc192_mc256_nc256_pf4_u1,256,24,0,4,76.9218703073058,342.9,1
f32,3.335815564474859e-07,68.47,74.92,75.93,192,256,4,gemm_f32_mr4_nr24_kc192_mc256_nc512_pf4_u1,512,24,0,4,73.03265156187364,343.6,1
f32,3.335815564474859e-07,70.39,75.08,79.76,192,256,4,gemm_f32_mr4_nr24_kc192_mc256_nc1024_pf4_u1,1024,24,0,4,74.97769445922273,344.3,1
f32,3.335815564474859e-07,71.8,72.09,79.88,192,256,4,gemm_f32_mr4_nr24_kc192_mc256_nc2048_pf4_u1,2048,24,0,4,74.49828325770015,345.0,1
f32,3.335815564474859e-07,72.6,77.63,76.97,192,512,4,gemm_f32_mr4_nr24_kc192_mc512_nc256_pf4_u1,256,24,0,4,75.69975569152223,345.7,1
f32,3.335815564474859e-07,71.31,74.32,79.78,192,512,4,gemm_f32_mr4_nr24_kc192_mc512_nc512_pf4_u1,512,24,0,4,75.05560414359451,346.4,1
f32,3.335815564474859e-07,73.23,73.57,75.9,192,512,4,gemm_f32_mr4_nr24_kc192_mc512_nc1024_pf4_u1,1024,24,0,4,74.22294811208917,347.1,1
f32,3.335815564474859e-07,71.51,74.2,79.75,192,512,4,gemm_f32_mr4_nr24_kc192_mc512_nc2048_pf4_u1,2048,24,0,4,75.07742936132105,347.8,1
f32,3.335815564474859e-07,78.81,71.13,79.19,256,64,4,gemm_f32_mr4_nr24_kc256_mc64_nc256_pf4_u1,256,24,0,4,76.2847157651041,348.5,1
f32,3.335815564474859e-07,81.0,74.69,83.27,256,64,4,gemm_f32_mr4_nr24_kc256_mc64_nc512_pf4_u1,512,24,0,4,79.57097377824572,349.2,1
f32,3.335815564474859e-07,81.46,72.89,80.43,256,64,4,gemm_f32_mr4_nr24_kc256_mc64_nc1024_pf4_u1,1024,24,0,4,78.16137094059037,349.9,1
f32,3.335815564474859e-07,79.8,73.91,80.5,256,64,4,gemm_f32_mr4_nr24_kc256_mc64_nc2048_pf4_u1,2048,24,0,4,78.01324406246728,350.5,1
f32,3.335815564474859e-07,72.39,71.58,78.29,256,128,4,gemm_f32_mr4_nr24_kc256_mc128_nc256_pf4_u1,256,24,0,4,74.02772172732196,351.2,1
f32,3.335815564474859e-07,73.83,78.74,81.77,256,128,4,gemm_f32_mr4_nr24_kc256_mc128_nc512_pf4_u1,512,24,0,4,78.04473963868277,351.9,1
f32,3.335815564474859e-07,75.19,72.9,79.13,256,128,4,gemm_f32_mr4_nr24_kc256_mc128_nc1024_pf4_u1,1024,24,0,4,75.69710229823674,352.6,1
f32,3.335815564474859e-07,74.63,71.74,80.42,256,128,4,gemm_f32_mr4_nr24_kc256_mc128_nc2048_pf4_u1,2048,24,0,4,75.51618186899933,353.3,1
f32,3.335815564474859e-07,71.82,74.12,79.07,256,256,4,gemm_f32_mr4_nr24_kc256_mc256_nc256_pf4_u1,256,24,0,4,74.94258376119262,354.0,1
f32,3.335815564474859e-07,74.07,74.37,80.06,256,256,4,gemm_f32_mr4_nr24_kc256_mc256_nc512_pf4_u1,512,24,0,4,76.11554501107591,354.6,1
f32,3.335815564474859e-07,75.75,67.26,74.52,256,256,4,gemm_f32_mr4_nr24_kc256_mc256_nc2048_pf4_u1,2048,24,0,4,72.41046978418932,355.3,1
f32,3.335815564474859e-07,74.81,73.83,80.2,256,512,4,gemm_f32_mr4_nr24_kc256_mc512_nc256_pf4_u1,256,24,0,4,76.22966187690791,356.0,1
f32,3.335815564474859e-07,73.35,70.73,80.21,256,512,4,gemm_f32_mr4_nr24_kc256_mc512_nc512_pf4_u1,512,24,0,4,74.6601160214333,356.7,1
f32,3.335815564474859e-07,75.97,68.78,78.85,256,512,4,gemm_f32_mr4_nr24_kc256_mc512_nc1024_pf4_u1,1024,24,0,4,74.41011691749868,357.4,1
f32,3.335815564474859e-07,76.65,71.97,78.5,256,512,4,gemm_f32_mr4_nr24_kc256_mc512_nc2048_pf4_u1,2048,24,0,4,75.65435631196002,358.1,1
f32,3.335815564474859e-07,78.97,75.06,81.59,384,64,4,gemm_f32_mr4_nr24_kc384_mc64_nc256_pf4_u1,256,24,0,4,78.49461016399687,358.8,1
f32,3.335815564474859e-07,81.18,73.22,81.49,384,64,4,gemm_f32_mr4_nr24_kc384_mc64_nc512_pf4_u1,512,24,0,4,78.53481248830161,359.4,1
f32,3.335815564474859e-07,84.2,78.17,86.2,384,64,4,gemm_f32_mr4_nr24_kc384_mc64_nc1024_pf4_u1,1024,24,0,4,82.78439847280076,360.1,1
f32,3.335815564474859e-07,85.41,78.65,83.86,384,64,4,gemm_f32_mr4_nr24_kc384_mc64_nc2048_pf4_u1,2048,24,0,4,82.59012754680366,360.8,1
f32,3.335815564474859e-07,77.79,78.13,78.73,384,128,4,gemm_f32_mr4_nr24_kc384_mc128_nc256_pf4_u1,256,24,0,4,78.21274157011375,361.4,1
f32,3.335815564474859e-07,78.04,77.1,80.24,384,128,4,gemm_f32_mr4_nr24_kc384_mc128_nc512_pf4_u1,512,24,0,4,78.44847057884857,362.1,1
f32,3.335815564474859e-07,83.11,76.61,79.55,384,128,4,gemm_f32_mr4_nr24_kc384_mc128_nc1024_pf4_u1,1024,24,0,4,79.70934847513145,362.8,1
f32,3.335815564474859e-07,79.29,72.88,79.67,384,128,4,gemm_f32_mr4_nr24_kc384_mc128_nc2048_pf4_u1,2048,24,0,4,77.21518518722024,363.5,1
f32,3.335815564474859e-07,77.51,74.39,79.29,384,256,4,gemm_f32_mr4_nr24_kc384_mc256_nc256_pf4_u1,256,24,0,4,77.03564500229741,364.2,1
f32,3.335815564474859e-07,79.56,75.32,80.78,384,256,4,gemm_f32_mr4_nr24_kc384_mc256_nc512_pf4_u1,512,24,0,4,78.51918477594968,364.8,1
f32,3.335815564474859e-07,82.96,74.71,81.93,384,256,4,gemm_f32_mr4_nr24_kc384_mc256_nc1024_pf4_u1,1024,24,0,4,79.7835019392528,365.5,1
f32,3.335815564474859e-07,79.07,74.49,81.86,384,256,4,gemm_f32_mr4_nr24_kc384_mc256_nc2048_pf4_u1,2048,24,0,4,78.41409039060642,366.2,1
f32,3.335815564474859e-07,80.67,77.23,80.68,384,512,4,gemm_f32_mr4_nr24_kc384_mc512_nc256_pf4_u1,256,24,0,4,79.51177237066987,366.9,1
f32,3.335815564474859e-07,83.13,75.85,85.16,384,512,4,gemm_f32_mr4_nr24_kc384_mc512_nc512_pf4_u1,512,24,0,4,81.28141381519616,367.5,1
f32,3.335815564474859e-07,81.2,68.97,80.72,384,512,4,gemm_f32_mr4_nr24_kc384_mc512_nc1024_pf4_u1,1024,24,0,4,76.74628822859452,368.2,1
f32,3.335815564474859e-07,82.35,76.84,78.78,384,512,4,gemm_f32_mr4_nr24_kc384_mc512_nc2048_pf4_u1,2048,24,0,4,79.29252512457883,368.9,1
f32,3.335815564474859e-07,82.28,75.38,82.98,512,64,4,gemm_f32_mr4_nr24_kc512_mc64_nc256_pf4_u1,256,24,0,4,80.13749121399302,369.6,1
f32,3.335815564474859e-07,80.39,71.27,76.89,512,64,4,gemm_f32_mr4_nr24_kc512_mc64_nc512_pf4_u1,512,24,0,4,76.09167176526988,370.2,1
f32,3.335815564474859e-07,82.79,73.0,77.69,512,64,4,gemm_f32_mr4_nr24_kc512_mc64_nc1024_pf4_u1,1024,24,0,4,77.7252904449693,370.9,1
f32,3.335815564474859e-07,84.08,76.74,79.33,512,64,4,gemm_f32_mr4_nr24_kc512_mc64_nc2048_pf4_u1,2048,24,0,4,79.9915547996184,371.6,1
f32,3.335815564474859e-07,77.81,77.27,81.13,512,128,4,gemm_f32_mr4_nr24_kc512_mc128_nc256_pf4_u1,256,24,0,4,78.71977755452608,372.3,1
f32,3.335815564474859e-07,79.64,76.53,79.93,512,128,4,gemm_f32_mr4_nr24_kc512_mc128_nc512_pf4_u1,512,24,0,4,78.68756765782322,372.9,1
f32,3.335815564474859e-07,78.99,71.73,78.29,512,128,4,gemm_f32_mr4_nr24_kc512_mc128_nc1024_pf4_u1,1024,24,0,4,76.2612122394485,373.6,1
